method,group_field,group_value,sample_count,positive_count,negative_count,precision,recall,f1,fpr,specificity,accuracy,TP,FP,TN,FN
char_ngram_tfidf_logistic_regression,all,all,300,150,150,0.90604,0.9,0.90301,0.093333,0.906667,0.903333,135,14,136,15
